student_id,Topic,Subtopic,lapse_score,knowledge_score,interest_score,lapse_category,knowledge_category,interest_category,last_interaction_date
80,Science of Brewing and Distillation,Sensory Analysis and Typical Defects (Off-flavors),81.0,61.0,70.0,Not lapsed,High knowledge,High interest,2026-05-31
80,Science of Brewing and Distillation,History of the Gin and Rum Routes,2.0,19.0,41.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-29
80,Science of Brewing and Distillation,"Scientific Mixology: Ice, Dilution, and Density",12.0,21.0,16.0,Extremely lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Bioinformatics and Computational Biology,Human Genome Sequencing and Big Data,51.0,18.0,24.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Bioinformatics and Computational Biology,Protein Sequence Alignment,38.0,46.0,89.0,Highly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Bioinformatics and Computational Biology,3D Modeling of Proteins (AlphaFold),34.0,76.0,98.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Bioinformatics and Computational Biology,Molecular Phylogenetics and Evolutionary Trees,79.0,1.0,66.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Bioinformatics and Computational Biology,"Biological Databases (GenBank, UniProt)",55.0,69.0,54.0,Moderately lapsed,High knowledge,Moderate interest,2026-05-30
80,Bioinformatics and Computational Biology,Molecular Dynamics Simulation,5.0,1.0,11.0,Extremely lapsed,Extremely low knowledge,Extremely low interest,2026-05-29
80,Bioinformatics and Computational Biology,Gene Expression Analysis (RNA-Seq),10.0,58.0,87.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Bioinformatics and Computational Biology,Systems Biology: Mapping Metabolic Networks,97.0,95.0,94.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Bioinformatics and Computational Biology,Algorithms for the Discovery of New Drugs (Drug Discovery),1.0,88.0,30.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-29
80,Bioinformatics and Computational Biology,Metagenomics: Studying Environmental DNA,52.0,40.0,54.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Ethics of New Technologies,Civil Rights in the Metaverse,41.0,45.0,40.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Ethics of New Technologies,Legal Responsibility of Autonomous Vehicles,73.0,32.0,31.0,Slightly lapsed,Low knowledge,Low interest,2026-05-31
80,Ethics of New Technologies,Privacy in the Age of Mass Facial Recognition,32.0,3.0,23.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Ethics of New Technologies,Moral Implications of Human Enhancement,75.0,4.0,20.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Ethics of New Technologies,Gender and Race Bias in Selection Algorithms,33.0,24.0,24.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Ethics of New Technologies,Intellectual Property of AI-generated Works,30.0,18.0,83.0,Highly lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Ethics of New Technologies,Ethics of Workplace Surveillance,45.0,15.0,7.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Ethics of New Technologies,Environmental Sustainability of Data Centers,87.0,19.0,40.0,Not lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Ethics of New Technologies,The Right to Be Forgotten and Permanent Digital Memory,89.0,25.0,98.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Ethics of New Technologies,Democracy and Manipulation via Micro-targeting,35.0,74.0,7.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Advanced Viticulture and Oenology,Influence of Soil (Pedology) on the Wine Profile,91.0,74.0,99.0,Not lapsed,High knowledge,Extremely high interest,2026-05-31
80,Advanced Viticulture and Oenology,Canopy Management and Bunch Microclimate,70.0,77.0,61.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Advanced Viticulture and Oenology,"Vine Diseases: Downy Mildew, Powdery Mildew, and Phylloxera",81.0,55.0,95.0,Not lapsed,Moderate knowledge,Extremely high interest,2026-05-31
80,Advanced Viticulture and Oenology,Heroic Viticulture on Terraces,55.0,97.0,56.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Advanced Viticulture and Oenology,Amphora Vinification and Alternative Wine Vessels,8.0,100.0,34.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-29
80,Advanced Viticulture and Oenology,Chemistry of Polyphenols and Tannins,65.0,66.0,13.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-31
80,Advanced Viticulture and Oenology,Oxygen Management and Micro-oxygenation,80.0,61.0,37.0,Slightly lapsed,High knowledge,Low interest,2026-05-31
80,Advanced Viticulture and Oenology,"Organic, Biodynamic, and Natural Wines",42.0,49.0,60.0,Moderately lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Advanced Viticulture and Oenology,Global Wine Market and Appellations of Origin,3.0,87.0,47.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-29
80,Advanced Viticulture and Oenology,Climate Change and the Shifting of Wine Regions,69.0,58.0,32.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Atmospheric Sciences and Aeronomy,Ozone Chemistry and the Ozone Hole,39.0,85.0,25.0,Highly lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Atmospheric Sciences and Aeronomy,Atmospheric Aerosols and Cloud Nucleation,18.0,38.0,50.0,Extremely lapsed,Low knowledge,Moderate interest,2026-05-30
80,Atmospheric Sciences and Aeronomy,"Optical Phenomena: Rainbows, Sun Dogs, and Glories",83.0,26.0,26.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Atmospheric Sciences and Aeronomy,Atmospheric Electricity and the Genesis of Lightning,49.0,16.0,57.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Atmospheric Sciences and Aeronomy,Ionosphere and Long-distance Radio Communications,72.0,16.0,8.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Atmospheric Sciences and Aeronomy,Transboundary Pollution of Air Masses,10.0,81.0,80.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-30
80,Atmospheric Sciences and Aeronomy,Interaction between Ocean and Atmosphere,82.0,24.0,36.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Atmospheric Sciences and Aeronomy,Space Weather and Auroras,4.0,84.0,52.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-29
80,Atmospheric Sciences and Aeronomy,Greenhouse Effect and Radiative Forcings,43.0,19.0,67.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Atmospheric Sciences and Aeronomy,Instrumentation for Vertical Sounding (Radiosondes),74.0,32.0,17.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Color Psychology and Visual Arts,Goethe's vs Newton's Theory of Color,77.0,22.0,52.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Color Psychology and Visual Arts,Color Perception and Eye Physiology,52.0,85.0,46.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Color Psychology and Visual Arts,Symbolic Colors in Different Cultures,51.0,44.0,12.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Color Psychology and Visual Arts,The Use of Color in Marketing and Branding,37.0,78.0,88.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Color Psychology and Visual Arts,Chromotherapy: Between Science and Belief,31.0,81.0,4.0,Highly lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Color Psychology and Visual Arts,Color in Hospital and School Architecture,21.0,63.0,78.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Color Psychology and Visual Arts,Historical Pigments: from Ultramarine Blue to Synthetics,84.0,14.0,84.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Color Psychology and Visual Arts,Color Contrasts and Visual Harmony,59.0,18.0,58.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Color Psychology and Visual Arts,Color and Synesthesia: Hearing Colors,33.0,9.0,23.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Color Psychology and Visual Arts,Evolution of Color Theory in Cinema,26.0,61.0,84.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Futurology and Tomorrow's Scenarios,Forecasting Methodologies (Delphi Method),1.0,61.0,12.0,Extremely lapsed,High knowledge,Extremely low interest,2026-05-29
80,Futurology and Tomorrow's Scenarios,Post-energy Scarcity Scenarios,1.0,57.0,12.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-29
80,Futurology and Tomorrow's Scenarios,Transhumanism and Mind Uploading,43.0,13.0,17.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Futurology and Tomorrow's Scenarios,The Future of Democracy in the Age of Algorithms,51.0,1.0,24.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Futurology and Tomorrow's Scenarios,Colonization of Extrasolar Planets: Dreams and Limits,88.0,88.0,54.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Futurology and Tomorrow's Scenarios,End of Privacy or Radical Transparency?,4.0,43.0,38.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Futurology and Tomorrow's Scenarios,Evolution of the Human Species (Homo Optimus),7.0,14.0,21.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Futurology and Tomorrow's Scenarios,The Impact of First Contact with Alien Civilizations,40.0,50.0,60.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Futurology and Tomorrow's Scenarios,Resource Management on a Earth of 10 Billion People,60.0,57.0,74.0,Moderately lapsed,Moderate knowledge,High interest,2026-05-30
80,Futurology and Tomorrow's Scenarios,"The Search for the ""Theory of Everything"" in Physics",46.0,16.0,9.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,History,The Roman Empire: Rise and Fall,13.023999999999996,28.047999999999995,44.65599999999999,Extremely lapsed,Low knowledge,Moderate interest,2026-05-30
80,Algebra,"Algebraic expressions, Equations, and Inequalities",100.0,17.752000000000002,69.256,Not lapsed,Extremely low knowledge,High interest,2026-06-10 17:38:58
80,History,Medieval History,84.5887534479141,10.0,69.256,Not lapsed,Extremely low knowledge,High interest,2026-06-11 16:41:01
80,Physics,Fluid Dynamics,100.0,85.37856000000001,86.11712000000001,Not lapsed,Extremely high knowledge,Extremely high interest,2026-06-11 12:40:25
80,Travel and Tourism,Verona Tourism,95.72419571017004,95.0,88.44,Not lapsed,Extremely high knowledge,Extremely high interest,2026-06-11 12:44:46
80,Gastronomy and Culinary Cultures,Itinerary Planning,80.86655997864368,88.60000000000001,94.2,Not lapsed,Extremely high knowledge,Extremely high interest,2026-06-11 12:46:42
80,Vernacular and Traditional Architecture,Japanese Traditional Architecture,80.0,95.0,90.0,Slightly lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Mathematics,Logic Puzzles,100.0,10.0,17.56,Not lapsed,Extremely low knowledge,Extremely low interest,2026-06-11 16:03:57
80,Mathematics,Probability and Statistics in Gambling,100.0,26.264,25.328,Not lapsed,Low knowledge,Low interest,2026-06-11 16:08:18
80,Psychology,Emotions and Social Cognition,100.0,2.0,4.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-06-11 16:23:07
80,Information and Software Engineering,Algorithms and Data Structures,100.0,8.2,57.8,Not lapsed,Extremely low knowledge,Moderate interest,2026-06-11 16:29:15
80,Computer Science,Concurrency and Parallelism,100.0,20.0,72.0,Not lapsed,Extremely low knowledge,High interest,2026-06-11 16:30:14
80,Role-Playing and Persona,Sarcastic Butler Persona,100.0,10.0,19.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-06-11 16:32:19
